FLO-ID,Address,Post Code,City,State,Country
13410,"302 W. Lamar St.",310709.0,Georgia,Georgia,USA
21780,"102 Van Dyke St.",8901.0,Bayonne,New Jersey,USA
33410,"12 East Bay St.",29401.0,Charleston,South Carolina,USA
7855,"Juaez y Galeana S/N. Centro",73565.0,Cuetzalan,Puebla,Mexico
2215,"Chenalho, Chiapas, Mexico",29870.0,Chenalho,Chiapas,Mexico
3992,"Huituipan, Chiapas, Mexico",29717.0,Huituipan,Chiapas,Mexico
