FLO-ID,Address,Post Code,City,State,Country
1341.0,302 W. Lamar St.,310709.0,Georgia,Georgia,USA
2178.0,"102 Van Dyke St., Bayonne, NJ",8901.0,Bayonne,New Jersey,USA
3341.0,"12 East Bay St. Charleston, SC",29401.0,Charleston,South Carolina,USA
7855.0,"Juárez y Galeana S/N. Centro. Cuetzalan, Puebla.",73565.0,Cuetzalan,Puebla,Mexico
2215.0,"Chenalho, Chiapas, Mexico",29870.0,Chenalho,Chiapas,Mexico
3992.0,"Huituipan, Chiapas, Mexico",29717.0,Huituipan,Chiapas,Mexico
